0.jpg	0	0	0
1.jpg	1	0.552152	0.611846
2.jpg	1	0.589471	0.603812
3.jpg	1	0.520213	0.591089
4.jpg	0	0	0
5.jpg	0	0	0
6.jpg	0	0	0
7.jpg	0	0	0
8.jpg	0	0	0
9.jpg	0	0	0
10.jpg	0	0	0
11.jpg	0	0	0
12.jpg	0	0	0
13.jpg	1	0.662702	0.696126
14.jpg	1	0.633612	0.67663
15.jpg	1	0.858007	0.891117
16.jpg	0	0	0
17.jpg	1	0.722859	0.733343
18.jpg	1	0.853521	0.867948
19.jpg	0	0	0
20.jpg	1	0.712994	0.718745
21.jpg	0	0	0
22.jpg	1	0.834701	0.826236
23.jpg	0	0	0
24.jpg	0	0	0
25.jpg	0	0	0
26.jpg	0	0	0
27.jpg	1	0.815442	0.820452
28.jpg	0	0	0
29.jpg	0	0	0
30.jpg	0	0	0
31.jpg	1	0.821266	0.844209
32.jpg	1	0.804702	0.824569
33.jpg	1	0.896811	0.923191
34.jpg	1	0.889704	0.894652
35.jpg	1	0.876704	0.889436
36.jpg	1	0.885128	0.90057
37.jpg	1	0.864688	0.878224
38.jpg	0	0	0
39.jpg	1	0.870186	0.895453
40.jpg	1	0.813317	0.81939
41.jpg	1	0.885104	0.907106
42.jpg	0	0	0
43.jpg	0	0	0
44.jpg	0	0	0
45.jpg	0	0	0
46.jpg	1	0.843097	0.872852
47.jpg	0	0	0
48.jpg	0	0	0
49.jpg	0	0	0
50.jpg	1	0.833776	0.860839
51.jpg	0	0	0
52.jpg	0	0	0
53.jpg	0	0	0
54.jpg	0	0	0
55.jpg	0	0	0
56.jpg	0	0	0
57.jpg	1	0.714191	0.743994
58.jpg	0	0	0
59.jpg	0	0	0
60.jpg	0	0	0
61.jpg	0	0	0
62.jpg	0	0	0
63.jpg	0	0	0
64.jpg	0	0	0
65.jpg	0	0	0
66.jpg	0	0	0
67.jpg	1	0.734252	0.73607
68.jpg	0	0	0
69.jpg	0	0	0
70.jpg	0	0	0
71.jpg	0	0	0
72.jpg	1	0.874776	0.886437
73.jpg	1	0.810116	0.836013
74.jpg	0	0	0
75.jpg	1	0.708037	0.71489
76.jpg	1	0.699976	0.717877
77.jpg	0	0	0
78.jpg	0	0	0
79.jpg	1	0.793996	0.838993
80.jpg	0	0	0
81.jpg	1	0.769139	0.805913
82.jpg	1	0.706578	0.720096
83.jpg	1	0.762672	0.780789
84.jpg	1	0.739942	0.753901
85.jpg	0	0	0
86.jpg	1	0.776737	0.783474
87.jpg	0	0	0
88.jpg	0	0	0
89.jpg	1	0.686422	0.71529
90.jpg	0	0	0
91.jpg	0	0	0
92.jpg	1	0.719837	0.741791
93.jpg	1	0.695861	0.719303
94.jpg	1	0.690235	0.706468
95.jpg	1	0.692422	0.707622
96.jpg	1	0.72962	0.738322
97.jpg	1	0.732593	0.754997
98.jpg	1	0.599535	0.62111
99.jpg	1	0.692739	0.705151
100.jpg	1	0.693038	0.716536
101.jpg	1	0.68797	0.699864
102.jpg	0	0	0
103.jpg	1	0.611595	0.635523
104.jpg	1	0.6304	0.644108
105.jpg	0	0	0
106.jpg	1	0.566496	0.603326
107.jpg	1	0.61602	0.630682
108.jpg	0	0	0
109.jpg	1	0.618338	0.631132
110.jpg	1	0.603315	0.625256
111.jpg	1	0.598359	0.62335
112.jpg	0	0	0
113.jpg	0	0	0
114.jpg	1	0.564749	0.546014
115.jpg	0	0	0
116.jpg	0	0	0
117.jpg	0	0	0
118.jpg	1	0.933575	0.947058
119.jpg	0	0	0
120.jpg	0	0	0
121.jpg	1	0.92537	0.930527
122.jpg	1	0.923427	0.933007
123.jpg	1	0.926833	0.93637
124.jpg	0	0	0
125.jpg	0	0	0
126.jpg	1	0.912458	0.923883
127.jpg	0	0	0
128.jpg	1	0.931522	0.929127
129.jpg	0	0	0
130.jpg	1	0.939073	0.939175
131.jpg	1	0.930413	0.945024
132.jpg	0	0	0
133.jpg	0	0	0
134.jpg	0	0	0
135.jpg	0	0	0
136.jpg	0	0	0
137.jpg	0	0	0
138.jpg	0	0	0
139.jpg	0	0	0
140.jpg	0	0	0
141.jpg	1	0.908012	0.920007
142.jpg	0	0	0
143.jpg	1	0.915958	0.927655
144.jpg	0	0	0
145.jpg	0	0	0
146.jpg	1	0.622303	0.642587
147.jpg	1	0.760446	0.787278
148.jpg	1	0.755004	0.792266
149.jpg	1	0.815342	0.858462
150.jpg	0	0	0
151.jpg	0	0	0
152.jpg	0	0	0
153.jpg	1	0.791801	0.818336
154.jpg	0	0	0
155.jpg	0	0	0
156.jpg	0	0	0
157.jpg	1	0.757722	0.774095
158.jpg	1	0.801676	0.815208
159.jpg	0	0	0
160.jpg	0	0	0
161.jpg	0	0	0
162.jpg	0	0	0
163.jpg	0	0	0
164.jpg	1	0.780662	0.797282
165.jpg	0	0	0
166.jpg	0	0	0
167.jpg	0	0	0
168.jpg	0	0	0
169.jpg	0	0	0
170.jpg	0	0	0
171.jpg	0	0	0
172.jpg	1	0.696642	0.711295
173.jpg	1	0.673159	0.691943
174.jpg	1	0.674329	0.6945
175.jpg	1	0.672383	0.692436
176.jpg	1	0.912191	0.914816
177.jpg	0	0	0
178.jpg	0	0	0
179.jpg	0	0	0
180.jpg	1	0.703851	0.724021
181.jpg	1	0.679693	0.700445
182.jpg	1	0.68622	0.699229
183.jpg	1	0.669285	0.687813
184.jpg	0	0	0
185.jpg	0	0	0
186.jpg	0	0	0
187.jpg	1	0.716012	0.74095
188.jpg	0	0	0
189.jpg	0	0	0
190.jpg	0	0	0
191.jpg	1	0.667196	0.683351
192.jpg	1	0.653398	0.683077
193.jpg	1	0.673757	0.684821
194.jpg	1	0.656605	0.676676
195.jpg	1	0.665652	0.684951
196.jpg	1	0.662036	0.687533
197.jpg	1	0.679558	0.683711
198.jpg	1	0.663663	0.679617
199.jpg	1	0.671954	0.693497
200.jpg	1	0.687145	0.701165
201.jpg	0	0	0
202.jpg	1	0.689339	0.702093
203.jpg	1	0.661825	0.686576
204.jpg	0	0	0
205.jpg	1	0.679898	0.688777
206.jpg	1	0.675834	0.690975
207.jpg	1	0.683166	0.69492
208.jpg	0	0	0
209.jpg	1	0.67019	0.699332
210.jpg	1	0.666675	0.695882
211.jpg	1	0.668093	0.6962
212.jpg	1	0.67159	0.699925
213.jpg	0	0	0
214.jpg	1	0.625557	0.648016
215.jpg	1	0.619527	0.637642
216.jpg	1	0.644989	0.66719
217.jpg	1	0.598089	0.628996
218.jpg	0	0	0
219.jpg	1	0.777614	0.783041
220.jpg	0	0	0
